hstar,We,outcome,satellites
0.0576080967304312,454.126558698392,lamella,0
0.0616268204302125,351.18562979361,lamella,0
0.0689012676578262,272.296494296731,lamella,0
0.0693619316144565,402.901891365431,lamella,0
0.0723875352988164,192.933434145738,lamella,0
0.0730866372242703,363.369140717425,lamella,0
0.0733299476929075,298.546620385128,lamella,0
0.0755809411132401,520.64618312272,lamella,0
0.0763533996564032,448.790054378808,lamella,0
0.0769189768457688,349.195140300282,lamella,0
0.0785538458500845,300.951638364277,lamella,0
0.0789987591408156,529.680548626303,lamella,1
0.0832690861718975,301.077137900816,lamella,0
0.0834465072497393,334.887879385346,lamella,0
0.0835960481752263,243.075912109295,lamella,0
0.0847411569497209,342.490762760181,lamella,1
0.087050506343972,247.122928320912,lamella,0
0.0872122935720381,194.082109678716,lamella,0
0.0886919753593825,418.171042326167,lamella,1
0.0912986755501034,459.318315267869,lamella,0
0.0914754461212733,247.870761127562,lamella,0
0.0928935781980024,191.103971089245,lamella,0
0.0936197717562973,501.374548991329,lamella,1
0.0944201531869782,362.139034859544,lamella,1
0.0974476437149031,359.852836011213,lamella,0
0.0978373008871631,282.132687170279,lamella,0
0.100198285091722,464.984088463348,lamella,0
0.10143703009966,340.416735622523,lamella,0
0.101593426245371,333.752421065804,lamella,0
0.101809655179347,191.5410360344,lamella,0
0.102730268510007,426.585600823161,lamella,0
0.106193063110957,193.070103481115,lamella,0
0.106622841551186,362.921712326253,lamella,0
0.108826611989565,251.497612927589,lamella,0
0.109604843084092,330.134746275726,lamella,0
0.111151718324086,365.817149505689,lamella,0
0.112064206140326,425.916094890597,lamella,0
0.113961704229138,272.213615409844,lamella,0
0.114040035160506,273.469312893029,lamella,0
0.114353613455456,331.577391189507,lamella,0
0.117256449082225,528.892504123566,lamella,1
0.118518881157031,358.062101917421,lamella,0
0.119735282890615,239.498353375828,lamella,0
0.121016066969207,245.413510933125,lamella,0
0.121297165669023,279.861019004436,lamella,0
0.12402069107633,331.445998217178,lamella,0
0.12574812358916,361.314249404935,lamella,0
0.126746254318645,317.22694128177,lamella,0
0.1269788006343,457.182284788037,lamella,0
0.128194624463526,311.134250668239,lamella,0
0.128641491562392,340.012325817343,lamella,0
0.129063975520487,276.002249097277,lamella,0
0.131587925358627,189.62566024795,lamella,0
0.131687335286578,244.902334708077,lamella,0
0.134261185400798,249.758354338839,lamella,0
0.135839007768547,245.429439060904,lamella,0
0.137551743613124,503.223929942786,lamella,1
0.139914503746848,191.702070790928,lamella,0
0.140104096362869,237.749155084795,lamella,0
0.140382341181379,437.723215548531,lamella,0
0.140566829978649,340.63796169199,lamella,0
0.140991861096047,446.242399941137,lamella,0
0.141013728046253,316.240053493035,lamella,0
0.142121049494635,274.613310404533,lamella,0
0.145526756219053,191.39869563452,lamella,0
0.146494916753688,368.439156773402,lamella,0
0.148023741962857,325.446571235064,lamella,0
0.150559239131964,340.691710925055,lamella,0
0.150636923965168,360.987193317688,lamella,0
0.152941280366183,252.883271446264,lamella,0
0.153564643713942,279.014688907266,lamella,0
0.155733853297523,188.22181547163,lamella,0
0.158385815777274,456.361584192865,lamella,0
0.161019480510116,476.773817911583,lamella,0
0.161386615075885,260.985848300614,lamella,0
0.162883833201892,355.263862587398,lamella,0
0.164558491870131,486.660866075833,lamella,0
0.164615457304045,278.524858734367,lamella,0
0.164695068736872,277.829872792858,lamella,0
0.165617486869264,362.812886253164,lamella,0
0.168833790184063,191.746232443544,lamella,0
0.169119270472153,295.491787933862,lamella,0
0.169349445913144,342.223360731605,lamella,0
0.171418194617029,489.962243532788,lamella,0
0.171855080553809,372.967397521848,lamella,1
0.171904368175088,366.714872479857,lamella,0
0.172953544993084,276.502075963582,lamella,0
0.173309578406733,309.516592502424,lamella,0
0.173970643393369,434.472362533704,lamella,0
0.175754007957132,356.75943800027,lamella,0
0.1759416859658,359.457854472505,lamella,1
0.176306270613295,274.651583476256,lamella,0
0.177521182611561,308.027109717065,lamella,1
0.177729424140157,308.779033216656,lamella,0
0.177843788606882,362.203751373627,lamella,1
0.179254709289348,318.127730877066,lamella,0
0.180661909024159,336.246876519571,lamella,0
0.180917895761513,382.909481871619,lamella,0
0.183798014633967,363.674335005091,separate,1
0.186206420505379,367.480863349588,axisymmetric,1
0.186642550615446,512.64974019103,lamella,0
0.187388746992705,368.146865420247,axisymmetric,1
0.18816232559649,189.861179931638,lamella,0
0.189441097612945,364.203353084455,axisymmetric,1
0.1895619928391,308.740752492778,lamella,0
0.189752857218244,452.442820575139,lamella,0
0.189816807400076,243.406764601344,lamella,0
0.191144492114705,351.580240257626,separate,1
0.191935796637413,340.047017873864,separate,1
0.192378843067862,347.056120615943,lamella,1
0.192597127641491,364.441363509024,axisymmetric,1
0.193032010737091,282.49482683671,lamella,0
0.193190021218597,369.473061327263,separate,1
0.193825272813941,458.551095676331,lamella,0
0.194133122888887,435.489661295218,lamella,0
0.194353557459711,359.405144535918,lamella,0
0.194414563493078,245.93507920179,lamella,0
0.194584886491655,338.915727428425,lamella,0
0.196320994696745,318.815814542777,lamella,0
0.197150104265285,361.417627399118,separate,1
0.197550381056857,431.307277042492,lamella,1
0.197922383481924,357.395748795785,separate,1
0.198724515314782,273.576573906106,lamella,0
0.199228472400038,302.23639552107,lamella,0
0.199338398446954,290.475226419009,separate,0
0.200222180791532,418.236299812524,lamella,0
0.20043504436156,312.928055519652,separate,1
0.200880896882583,277.844108716345,lamella,0
0.201061446604838,288.094820879203,lamella,0
0.201212499849729,249.691862960404,lamella,0
0.201518158773763,336.220240129928,lamella,0
0.203207451378038,362.119430738988,lamella,1
0.203792581098777,190.356924938026,lamella,0
0.205799812777787,306.995072665424,lamella,0
0.20624995512429,329.502665670591,axisymmetric,1
0.207601261261889,453.14853666455,lamella,1
0.208168410296567,258.201723205306,lamella,0
0.20838660215851,339.558580860379,axisymmetric,1
0.208586044016745,521.283159569191,lamella,1
0.209329932452152,280.530947303644,lamella,0
0.2107444437693,315.504645226003,separate,0
0.211522973516057,284.5846317845,separate,0
0.211797290628545,352.399141247656,separate,1
0.2126877041024,267.160422972285,lamella,0
0.213209047413075,291.00151666517,lamella,0
0.213271903579974,359.151924715978,separate,1
0.213872507799426,282.235482414218,lamella,0
0.214619666319001,456.844720985088,lamella,1
0.215177697185179,478.972956654147,separate,1
0.215627379273546,510.690996494111,separate,1
0.215691205979904,333.303008072077,axisymmetric,0
0.216422664460509,363.460432715784,separate,1
0.217782883232334,334.859840515272,separate,1
0.218276778197434,323.569133704735,separate,1
0.218583995777229,432.148256908194,axisymmetric,1
0.218980451158179,365.433118496884,axisymmetric,1
0.220337604725019,313.686504859923,separate,1
0.221439747864005,193.287921441305,lamella,0
0.223423641645924,332.358561586756,separate,1
0.224067974917978,300.908996720022,separate,1
0.225525452339734,416.904635112684,axisymmetric,1
0.225645896686043,458.475755417249,lamella,1
0.226649357716208,458.706993173178,axisymmetric,1
0.226794927388458,459.321204376969,separate,1
0.227574254194489,482.255641027485,separate,1
0.228402257281431,375.553692758611,separate,1
0.228409632685032,440.151671751169,axisymmetric,1
0.229246305390208,354.865025940967,separate,1
0.229905706262886,464.265232452174,axisymmetric,1
0.230539888685619,347.740961761508,separate,1
0.231715263511848,309.748095195009,separate,1
0.231724358886337,240.256831825251,lamella,0
0.232863383943742,359.761457800722,separate,1
0.235067083405084,493.827132094385,axisymmetric,1
0.235176940044985,303.019297738079,axisymmetric,0
0.236698824363806,467.740520995466,separate,1
0.236986518203583,505.163162341757,lamella,1
0.23801437288553,285.050305418952,axisymmetric,0
0.238361601741552,193.239339184958,lamella,0
0.239088259465137,337.609754511839,axisymmetric,0
0.240465896663137,335.397627875229,separate,1
0.241054629973593,191.966257693598,lamella,0
0.242043328674184,350.410458713783,separate,1
0.242516386052689,277.320494896334,separate,1
0.242742219313735,280.713002454854,separate,1
0.242749537102425,344.897831086977,separate,1
0.243097180680642,359.08450443216,separate,1
0.245473010800793,528.249295684908,separate,1
0.247102405582867,287.295931749025,lamella,0
0.247149494141978,283.867804112201,separate,0
0.247687382539213,286.918219276482,axisymmetric,1
0.248937358360058,284.723259510849,axisymmetric,0
0.249479909965459,286.341772551298,separate,1
0.250226345243306,247.452122895642,lamella,0
0.251651832932286,260.80445627788,lamella,0
0.25172736382054,246.211871297143,lamella,0
0.253405979869969,280.04305563509,separate,0
0.253689998572214,297.142958095074,separate,1
0.25378023371986,191.944500514163,lamella,0
0.254668366574618,282.753872056998,lamella,1
0.254912230748245,498.029771515075,separate,1
0.258160698100274,317.636716868419,separate,0
0.258350543644615,281.65895356234,separate,1
0.258376347272781,497.61066626086,axisymmetric,1
0.258762442313747,188.522327104752,lamella,0
0.258899943985971,282.132674042993,lamella,0
0.25903140575387,281.348864037225,separate,0
0.26088300156449,271.890055111228,lamella,0
0.261104194860583,285.457456922368,separate,1
0.262245891482833,188.62564882128,lamella,0
0.264100556307942,459.759297061181,separate,1
0.265668353115748,272.869654599114,separate,0
0.267022535492837,289.18905189235,separate,1
0.267038055555426,192.603278340124,lamella,0
0.270337893440646,307.337922526038,separate,1
0.270870484489987,277.149040015626,separate,1
0.270927735134143,273.876990054531,separate,1
0.270947380901099,329.543390698265,separate,1
0.272645293156287,508.440975513104,separate,1
0.27327592694255,287.805611446789,separate,1
0.274393758080851,264.204242574072,axisymmetric,0
0.275013492481153,284.287812749335,lamella,0
0.275613591772064,267.413652922885,lamella,0
0.275670921152167,263.819376593018,lamella,0
0.276172262978121,191.296576,lamella,0
0.277229555232189,329.826766240065,separate,1
0.277433044925731,287.536644029898,separate,1
0.283084715340912,278.044971979094,lamella,0
0.29129158719864,287.937180924823,lamella,0
0.292035014571979,264.582910056417,lamella,0
0.292971599034359,503.661734456325,separate,1
0.297536994418286,192.496692048554,lamella,0
0.29861380812605,321.584593793543,separate,1
0.298767215660355,240.681651720243,lamella,0
0.29878249688033,274.047078511996,lamella,0
0.300156970196333,188.161750860492,lamella,0
0.30185138428644,352.986665443446,separate,1
0.303619744406866,434.513892050904,separate,1
0.303679476822511,348.291637644448,separate,1
0.306668348740937,357.861824743031,separate,1
0.309216155163685,279.32744695129,lamella,0
0.311152030166758,270.187336474973,lamella,0
0.311327123860148,491.597456980722,separate,1
0.315663410855647,339.893914381541,separate,0
0.315683354896821,190.495896790522,lamella,0
0.315741923108857,237.543517178926,lamella,0
0.315779139698546,462.30565793814,separate,1
0.322601993888574,473.296428591757,separate,1
0.324977822397804,287.957437813202,axisymmetric,0
0.325399746982567,281.999176069329,separate,0
0.3273612764323,318.836473413171,separate,1
0.327997188487615,276.441842452028,lamella,0
0.329077191538096,302.427553642757,separate,1
0.330055435339098,498.433732567459,separate,1
0.331603934675688,238.970321858136,lamella,0
0.334239237965159,287.149509176491,lamella,0
0.335619608656579,282.30829103339,separate,0
0.336480057554874,283.569760048664,axisymmetric,0
0.338669752625453,499.904281822895,separate,1
0.34329454977216,277.606459270592,lamella,0
0.352065482615031,360.894994977552,separate,1
0.352891775034413,451.167064954978,separate,1
0.354389875027718,501.066144629076,separate,1
0.356135410754215,288.312347516365,separate,0
0.356214087571754,495.879956702958,separate,1
0.36117520907337,310.106549701607,separate,0
0.362091888687541,436.286974225258,separate,1
0.365784781045303,277.906652114586,axisymmetric,0
0.369682369141917,312.722734351622,separate,1
0.370295198067959,281.667507593822,separate,1
0.372325341674504,187.314967508318,lamella,0
0.37322299495504,266.004950487891,lamella,0
0.382856036332096,193.700378779003,lamella,0
0.398275742565897,277.079026678056,lamella,0
0.400632286473449,350.938941229233,separate,1
0.402802565154562,263.403521318416,lamella,0
0.405409754951184,191.296575981543,lamella,0
0.408831265950738,306.628514332218,separate,1
0.40900977384021,267.874125673428,axisymmetric,0
0.409476125151587,283.878599478034,separate,1
0.414329409575369,451.983257194045,separate,1
0.416925900849467,524.662346784072,separate,1
0.427536546371615,445.201347156935,separate,1
0.432848787064952,188.529912093091,lamella,0
0.446050319707106,298.131937296858,separate,0
0.44866198218827,191.51828168046,lamella,0
0.449921944722837,251.858733078331,lamella,0
0.450529092152757,269.062509063692,separate,0
0.458771128772902,249.482798544505,lamella,0
0.460618311601504,514.537844249794,separate,1
0.461122170313276,272.692161884509,separate,0
0.463723219469633,338.584629159108,separate,0
0.467063055026322,267.603676478,axisymmetric,0
0.47087120401819,273.000163345693,separate,0
0.473124654636503,194.61163306295,lamella,0
0.47468337718821,275.944535517794,axisymmetric,0
0.483683962434888,293.378243319906,separate,0
0.484521633729106,415.688665017887,separate,1
0.492167001229563,507.577033388028,separate,1
0.492692088431443,302.216333902832,separate,1
0.494851519267204,351.296031350542,separate,0
0.499648054636346,269.782358585964,lamella,0
0.50139835577322,266.684113082904,lamella,0
0.507602615152993,271.9553967,axisymmetric,0
0.508700282028959,444.889672973313,separate,1
0.520596081491761,275.102082524137,axisymmetric,0
0.520704205751744,185.297525558248,lamella,0
0.530118924284416,276.207281041411,axisymmetric,0
0.53177483219858,280.674205419022,separate,0
0.535184562594418,310.37943166658,separate,0
0.539278115743978,487.380386994389,separate,1
0.543430538861671,271.926812187359,lamella,0
0.545686197040706,357.204303727674,separate,0
0.556544252241402,354.474883981543,separate,0
0.559278947379975,238.729637717421,lamella,0
0.562480958038103,272.139548232257,separate,1
0.568073007138907,194.143278543107,lamella,0
0.568541574660984,428.100151568403,separate,1
0.570969782495764,188.084498124011,lamella,0
0.573699481412168,312.544174047019,separate,0
0.575800235498424,265.14059223712,axisymmetric,0
0.599064461613539,489.721013491499,separate,1
0.612641647958874,270.282391213364,lamella,0
0.612661450472348,332.503498426755,separate,0
0.615132014380276,257.556002334894,lamella,0
0.625080257153353,282.316423924865,separate,0
0.62836249511557,300.951270057436,separate,0
0.630094259580856,254.507114593102,lamella,0
0.63709367170558,246.222550385624,lamella,0
0.638424124724394,435.113479639131,separate,1
0.644356854978597,495.862310281476,separate,1
0.647795755195995,251.381713142459,lamella,0
0.667889921846359,276.253020413706,separate,0
0.670431948229702,494.600544006465,separate,1
0.674295275919289,361.700101867096,separate,0
0.675525316520427,192.460372855928,lamella,0
0.681055839921915,457.658762432961,separate,1
0.681528173490695,268.575290824762,lamella,0
0.699088904319036,449.736585217575,separate,1
0.705030748120533,286.278929509244,separate,0
0.710306621766635,506.233239864401,separate,1
0.714170601445033,243.744973481647,lamella,0
0.716299033125046,315.486755660401,separate,1
0.716358119976747,250.639468018926,lamella,0
0.729876599347657,295.523086920679,separate,1
0.730299892382911,519.1001814,separate,1
0.732541142146694,292.778049436721,separate,0
0.741838051988258,518.710409775713,separate,1
0.757805426407654,356.929631763461,separate,0
0.7588090947703,454.217214943049,separate,1
0.759448067118495,286.275875195162,separate,0
0.781003135162711,295.266624878521,separate,0
0.789099225286005,266.002620576876,axisymmetric,0
0.796340852281716,306.195319084999,separate,1
0.797644431381002,269.23113665027,lamella,0
0.82763956271763,293.517995070914,separate,0
0.827804138229678,185.604652176534,lamella,0
0.828176227003027,526.848099237174,separate,1
0.836357618059447,476.758904626166,separate,1
0.837341568840317,282.234119168934,lamella,0
0.839454721760624,503.539044705863,separate,1
0.849620889686237,275.661571828607,lamella,0
0.851260554290138,261.404425697355,axisymmetric,0
0.852822937102406,340.535618182333,separate,0
0.858505062267185,279.992934901162,lamella,0
0.861305944725598,307.861188468343,separate,1
0.863660386989361,269.742842005208,lamella,0
0.865872743143449,358.875936080157,separate,1
0.873804815051165,504.217607967373,separate,1
0.881701793793043,271.771245167023,axisymmetric,0
0.889411021348731,247.666849093048,lamella,0
0.894870015655876,292.137833779386,separate,0
0.898157188026323,272.91497123351,axisymmetric,0
0.905451592592406,279.945512101543,separate,0
0.909599684544007,461.029433475245,separate,1
0.93172889409635,276.465319180306,lamella,0
0.936095131950872,183.518896787279,lamella,0
0.936742378005319,239.70802414405,lamella,0
0.947095770597485,280.134503638028,lamella,0
0.948111714162945,300.597495853462,separate,0
0.956047657099651,272.69235229886,lamella,0
0.970659105779985,275.313432575486,lamella,0
0.981160527965443,437.207473500489,separate,1
0.982771783103894,519.100181398883,separate,1
0.985199613896092,344.774749154924,separate,0
0.990012705527537,269.346805626248,axisymmetric,0
0.995973815205145,290.383412860731,separate,0
0.996586222300624,513.532399053251,separate,1
1.01031037354528,335.56069552694,separate,0
1.01224096212975,188.879363747443,lamella,0
1.02844032254705,183.567983145199,lamella,0
1.03839908986712,282.062604213759,separate,1
1.04543337652528,291.413627158343,separate,0
1.05748123708582,354.049312511532,separate,0
1.05965707394234,282.016870106767,separate,0
1.06162209961471,365.405328603575,separate,0
1.06668366697765,248.296435367616,lamella,0
1.0877723739376,461.298719391816,separate,1
1.11256276719554,464.734724827166,separate,1
1.11459654031444,275.543450794577,lamella,0
1.1183882931522,312.479471296925,separate,0
1.12403685216267,272.7487798182,separate,0
1.12932335721018,185.418742636358,lamella,0
1.15475527907217,276.607119844312,axisymmetric,0
1.16486545006755,529.807292781172,separate,1
1.19769182350797,519.1001814,separate,1
1.20060882644902,460.548903678381,separate,1
1.20346534264371,323.683130782148,separate,0
1.24353544335164,452.2130389,separate,1
1.25884915003624,435.637294415037,separate,1
1.31065060878146,276.571575766427,lamella,0
1.31168948746296,246.856478097175,lamella,0
1.31306057167807,374.702396190778,separate,0
1.33754821393419,307.499892768357,separate,0
1.37461554023384,312.245987657556,separate,0
1.39942995885641,285.655983350511,separate,0
1.41933710275796,528.896197560819,separate,1
1.42782653770513,184.153733529825,lamella,0
1.42892195147378,313.5789675505,separate,0
1.43264796480172,291.145623385056,separate,0
1.43949568346295,290.544074235912,separate,0
1.44353402066065,463.855773045543,separate,1
1.47001674324972,288.835251730705,separate,0
1.47069842770373,249.841825007038,lamella,0
1.48421600493808,271.581624492929,axisymmetric,0
1.56346342987885,264.594183235992,lamella,0
1.56608654925242,254.347239253213,lamella,0
1.57118188627404,291.569523801968,separate,0
1.58423956791343,194.779524020556,lamella,0
1.61173884056553,305.07555472871,separate,0
1.61692420971562,272.002212897079,separate,0
1.64248051320314,268.549262960122,separate,0
1.64720257102201,306.948663752432,separate,0
1.65268593655502,274.879757981234,lamella,0
1.70943843150423,188.099326187622,lamella,0
1.716697335777,239.267331154645,lamella,0
1.72999976093098,473.757310943875,separate,1
1.76727080117707,306.958220092524,separate,0
1.76916388873777,246.028758555514,lamella,0
1.77655135012797,317.054027341773,separate,0
1.80007791218508,184.590827066406,lamella,0
1.80368017463462,276.451882295255,lamella,0
1.80726398285066,280.582662609967,separate,0
1.82163694899964,434.293675512795,separate,1
1.83074308961089,525.875617002967,separate,1
1.91246234901796,190.078317505848,lamella,0
1.92704628594073,471.661591763601,separate,1
1.93688945915219,319.487407385416,separate,0
1.96731313705273,296.872972625293,separate,0
1.98152333397811,311.192720588403,separate,0
2.01228600726096,494.217420761748,separate,1
2.0518537151294,272.546646904403,separate,0
2.10720324076211,362.124967288953,separate,1
2.15148448960135,269.24718858824,axisymmetric,0
